TIME,VR(1),VI(1)
0.00000000e+00,4.65316936e-01,0.00000000e+00
1.00000000e-10,4.65326924e-01,0.00000000e+00
3.00000000e-10,4.65346919e-01,0.00000000e+00
7.00000000e-10,4.65386909e-01,0.00000000e+00
1.50000000e-09,4.65466884e-01,0.00000000e+00
3.10000000e-09,4.65626815e-01,0.00000000e+00
6.30000000e-09,4.65946598e-01,0.00000000e+00
1.27000000e-08,4.66585858e-01,0.00000000e+00
2.55000000e-08,4.67863157e-01,0.00000000e+00
5.11000000e-08,4.70412982e-01,0.00000000e+00
1.02300000e-07,4.75494345e-01,0.00000000e+00
2.04700000e-07,4.85590061e-01,0.00000000e+00
4.09500000e-07,5.05557400e-01,0.00000000e+00
8.19100000e-07,5.44874825e-01,0.00000000e+00
1.63830000e-06,6.22415275e-01,0.00000000e+00
3.27670000e-06,7.77223199e-01,0.00000000e+00
4.91510000e-06,9.33388744e-01,0.00000000e+00
6.55350000e-06,1.09079978e+00,0.00000000e+00
9.83030000e-06,1.40804601e+00,0.00000000e+00
1.00000000e-05,1.42454271e+00,0.00000000e+00
1.01697000e-05,1.42415817e+00,0.00000000e+00
1.05091000e-05,1.42363059e+00,0.00000000e+00
1.11879000e-05,1.42290773e+00,0.00000000e+00
1.25455000e-05,1.42247472e+00,0.00000000e+00
1.52607000e-05,1.42241645e+00,0.00000000e+00
1.79759000e-05,1.42244948e+00,0.00000000e+00
2.34063000e-05,1.42243929e+00,0.00000000e+00
3.34063000e-05,1.42244620e+00,0.00000000e+00
4.34063000e-05,1.42244146e+00,0.00000000e+00
5.00000000e-05,1.42244470e+00,0.00000000e+00
5.00625000e-05,1.41620758e+00,0.00000000e+00
5.01250000e-05,1.40998166e+00,0.00000000e+00
5.02500000e-05,1.39755068e+00,0.00000000e+00
5.05000000e-05,1.37279720e+00,0.00000000e+00
5.10000000e-05,1.32360226e+00,0.00000000e+00
5.20000000e-05,1.22592952e+00,0.00000000e+00
5.40000000e-05,1.03196521e+00,0.00000000e+00
5.80000000e-05,6.48295273e-01,0.00000000e+00
6.00000000e-05,4.59919592e-01,0.00000000e+00
6.04000000e-05,4.61711273e-01,0.00000000e+00
6.08000000e-05,4.62923342e-01,0.00000000e+00
6.12000000e-05,4.63913282e-01,0.00000000e+00
6.20000000e-05,4.64881021e-01,0.00000000e+00
6.28000000e-05,4.65183987e-01,0.00000000e+00
6.44000000e-05,4.65312559e-01,0.00000000e+00
6.60000000e-05,4.65317338e-01,0.00000000e+00
6.92000000e-05,4.65316649e-01,0.00000000e+00
7.56000000e-05,4.65317770e-01,0.00000000e+00
8.56000000e-05,4.65317030e-01,0.00000000e+00
9.56000000e-05,4.65317577e-01,0.00000000e+00
1.00000000e-04,4.65317230e-01,0.00000000e+00
1.00062500e-04,4.71529411e-01,0.00000000e+00
1.00125000e-04,4.77707972e-01,0.00000000e+00
1.00250000e-04,4.90003693e-01,0.00000000e+00
1.00500000e-04,5.14284721e-01,0.00000000e+00
1.01000000e-04,5.62066355e-01,0.00000000e+00
1.02000000e-04,6.56526845e-01,0.00000000e+00
1.04000000e-04,8.45945327e-01,0.00000000e+00
1.06000000e-04,1.03748189e+00,0.00000000e+00
1.08000000e-04,1.23050831e+00,0.00000000e+00
1.10000000e-04,1.42454044e+00,0.00000000e+00
1.10400000e-04,1.42381147e+00,0.00000000e+00
1.11200000e-04,1.42310651e+00,0.00000000e+00
1.12000000e-04,1.42265657e+00,0.00000000e+00
1.13600000e-04,1.42244076e+00,0.00000000e+00
1.16800000e-04,1.42243316e+00,0.00000000e+00
1.23200000e-04,1.42244116e+00,0.00000000e+00
1.33200000e-04,1.42244514e+00,0.00000000e+00
1.43200000e-04,1.42244225e+00,0.00000000e+00
1.50000000e-04,1.42244423e+00,0.00000000e+00
1.50062500e-04,1.41620714e+00,0.00000000e+00
1.50125000e-04,1.40998126e+00,0.00000000e+00
1.50250000e-04,1.39755033e+00,0.00000000e+00
1.50500000e-04,1.37279695e+00,0.00000000e+00
1.51000000e-04,1.32360212e+00,0.00000000e+00
1.52000000e-04,1.22592949e+00,0.00000000e+00
1.54000000e-04,1.03196521e+00,0.00000000e+00
1.58000000e-04,6.48295261e-01,0.00000000e+00
1.60000000e-04,4.59919594e-01,0.00000000e+00
1.60400000e-04,4.61711275e-01,0.00000000e+00
1.60800000e-04,4.62923344e-01,0.00000000e+00
1.61200000e-04,4.63913283e-01,0.00000000e+00
1.62000000e-04,4.64881022e-01,0.00000000e+00
1.62800000e-04,4.65183987e-01,0.00000000e+00
1.64400000e-04,4.65312559e-01,0.00000000e+00
1.66000000e-04,4.65317338e-01,0.00000000e+00
1.69200000e-04,4.65316649e-01,0.00000000e+00
1.75600000e-04,4.65317770e-01,0.00000000e+00
1.85600000e-04,4.65317030e-01,0.00000000e+00
1.95600000e-04,4.65317577e-01,0.00000000e+00
2.00000000e-04,4.65317230e-01,0.00000000e+00
